Stationsnummer;Stationsname;Datum;Uhrzeit;Tiefe;Endtiefe;Parametername;Analysemethode;Wert;Einheit;Bestimmungsgrenze;Nachweisgrenze;Qualitaet;Status;aenderungsbemerkung
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;45;;Sauerstoff-Saettigung;;77;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;45;;Wassertemperatur;;3.77;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;5;;Elektrische Leitfaehigkeit;;331;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;5;;Sauerstoff;;10.4;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;5;;Sauerstoff-Saettigung;;82;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;5;;Wassertemperatur;;3.43;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;7.5;;Elektrische Leitfaehigkeit;;332;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;7.5;;Sauerstoff;;10.9;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;7.5;;Sauerstoff-Saettigung;;86;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;24.02.2005;10:20:00;7.5;;Wassertemperatur;;3.5;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;0;;Elektrische Leitfaehigkeit;;332;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;0;;Sauerstoff;;12.7;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;0;;Sauerstoff-Saettigung;;109;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;0;;Secchi;;2.1;m;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;0;;Wassertemperatur;;6.46;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;1;;Elektrische Leitfaehigkeit;;332;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;1;;Sauerstoff;;12.7;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;1;;Sauerstoff-Saettigung;;110;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;1;;Wassertemperatur;;6.47;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;10;;Elektrische Leitfaehigkeit;;335;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;10;;Sauerstoff;;11.6;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;10;;Sauerstoff-Saettigung;;95;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;10;;Wassertemperatur;;4.65;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;12.5;;Elektrische Leitfaehigkeit;;335;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;12.5;;Sauerstoff;;11.5;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;12.5;;Sauerstoff-Saettigung;;94;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;12.5;;Wassertemperatur;;4.46;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;15;;Elektrische Leitfaehigkeit;;335;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;15;;Sauerstoff;;11.4;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;15;;Sauerstoff-Saettigung;;93;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;15;;Wassertemperatur;;4.29;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;2.5;;Elektrische Leitfaehigkeit;;334;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;2.5;;Sauerstoff;;12.4;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;2.5;;Sauerstoff-Saettigung;;104;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;2.5;;Wassertemperatur;;5.66;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;20;;Elektrische Leitfaehigkeit;;335;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;20;;Sauerstoff;;11.3;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;20;;Sauerstoff-Saettigung;;91;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;20;;Wassertemperatur;;4.13;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;25;;Elektrische Leitfaehigkeit;;335;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;25;;Sauerstoff;;11.3;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;25;;Sauerstoff-Saettigung;;91;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;25;;Wassertemperatur;;4.13;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;30;;Elektrische Leitfaehigkeit;;336;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;30;;Sauerstoff;;11.3;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;30;;Sauerstoff-Saettigung;;90;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;30;;Wassertemperatur;;4.1;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;35;;Elektrische Leitfaehigkeit;;338;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;35;;Sauerstoff;;11;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;35;;Sauerstoff-Saettigung;;89;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;35;;Wassertemperatur;;4.05;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;40;;Elektrische Leitfaehigkeit;;338;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;40;;Sauerstoff;;10.8;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;40;;Sauerstoff-Saettigung;;86;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;40;;Wassertemperatur;;4.03;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;43;;Elektrische Leitfaehigkeit;;338;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;43;;Sauerstoff;;10.7;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;43;;Sauerstoff-Saettigung;;86;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;43;;Wassertemperatur;;4.03;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;45;;Elektrische Leitfaehigkeit;;341;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;45;;Sauerstoff;;10.8;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;45;;Sauerstoff-Saettigung;;83;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;45;;Wassertemperatur;;4.03;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;5;;Elektrische Leitfaehigkeit;;336;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;5;;Sauerstoff;;12.1;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;5;;Sauerstoff-Saettigung;;98;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;5;;Wassertemperatur;;5.01;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;7.5;;Elektrische Leitfaehigkeit;;335;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;7.5;;Sauerstoff;;11.8;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;7.5;;Sauerstoff-Saettigung;;98;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;30.03.2005;10:15:00;7.5;;Wassertemperatur;;4.9;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;0;;Elektrische Leitfaehigkeit;;337;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;0;;Sauerstoff;;13.7;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;0;;Sauerstoff-Saettigung;;130;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;0;;Secchi;;1.1;m;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;0;;Wassertemperatur;;10.6;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;1;;Elektrische Leitfaehigkeit;;337;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;1;;Sauerstoff;;13.7;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;1;;Sauerstoff-Saettigung;;130;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;1;;Wassertemperatur;;10.55;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;10;;Elektrische Leitfaehigkeit;;337;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;10;;Sauerstoff;;12;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;10;;Sauerstoff-Saettigung;;104;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;10;;Wassertemperatur;;6.89;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;12.5;;Elektrische Leitfaehigkeit;;337;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;12.5;;Sauerstoff;;11.9;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;12.5;;Sauerstoff-Saettigung;;102;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;12.5;;Wassertemperatur;;6.46;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;15;;Elektrische Leitfaehigkeit;;337;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;15;;Sauerstoff;;11.4;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;15;;Sauerstoff-Saettigung;;96;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;15;;Wassertemperatur;;5.65;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;2.5;;Elektrische Leitfaehigkeit;;336;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;2.5;;Sauerstoff;;13.6;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;2.5;;Sauerstoff-Saettigung;;126;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;2.5;;Wassertemperatur;;9.71;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;20;;Elektrische Leitfaehigkeit;;337;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;20;;Sauerstoff;;11.1;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;20;;Sauerstoff-Saettigung;;92;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;20;;Wassertemperatur;;5.11;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;25;;Elektrische Leitfaehigkeit;;337;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;25;;Sauerstoff;;10.9;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;25;;Sauerstoff-Saettigung;;90;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;25;;Wassertemperatur;;4.76;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;30;;Elektrische Leitfaehigkeit;;337;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;30;;Sauerstoff;;11;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;30;;Sauerstoff-Saettigung;;89;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;30;;Wassertemperatur;;4.58;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;35;;Elektrische Leitfaehigkeit;;339;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;35;;Sauerstoff;;10.9;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;35;;Sauerstoff-Saettigung;;88;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;35;;Wassertemperatur;;4.44;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;40;;Elektrische Leitfaehigkeit;;339;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;40;;Sauerstoff;;10;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;40;;Sauerstoff-Saettigung;;80;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;40;;Wassertemperatur;;4.25;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;43;;Elektrische Leitfaehigkeit;;341;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;43;;Sauerstoff;;9;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;43;;Sauerstoff-Saettigung;;73;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;43;;Wassertemperatur;;4.21;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;45;;Elektrische Leitfaehigkeit;;341;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;45;;Sauerstoff;;8.8;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;45;;Sauerstoff-Saettigung;;71;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;45;;Wassertemperatur;;4.21;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;5;;Elektrische Leitfaehigkeit;;338;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;5;;Sauerstoff;;13.1;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;5;;Sauerstoff-Saettigung;;118;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;5;;Wassertemperatur;;8.56;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;7.5;;Elektrische Leitfaehigkeit;;338;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;7.5;;Sauerstoff;;12.4;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;7.5;;Sauerstoff-Saettigung;;110;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;27.04.2005;10:00:00;7.5;;Wassertemperatur;;7.63;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;0;;Elektrische Leitfaehigkeit;;313;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;0;;Sauerstoff;;14;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;0;;Sauerstoff-Saettigung;;150;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;0;;Secchi;;2.5;m;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;0;;Wassertemperatur;;15.77;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;1;;Elektrische Leitfaehigkeit;;313;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;1;;Sauerstoff;;14.2;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;1;;Sauerstoff-Saettigung;;150;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;1;;Wassertemperatur;;15.77;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;10;;Elektrische Leitfaehigkeit;;338;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;10;;Sauerstoff;;10.2;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;10;;Sauerstoff-Saettigung;;94;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;10;;Wassertemperatur;;8.95;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;12.5;;Elektrische Leitfaehigkeit;;341;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;12.5;;Sauerstoff-Saettigung;;88;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;12.5;;Wassertemperatur;;6.98;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;15;;Elektrische Leitfaehigkeit;;339;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;15;;Sauerstoff;;10.1;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;15;;Sauerstoff-Saettigung;;86;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;15;;Wassertemperatur;;5.99;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;2.5;;Elektrische Leitfaehigkeit;;314;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;2.5;;Sauerstoff;;14.1;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;2.5;;Sauerstoff-Saettigung;;151;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;2.5;;Wassertemperatur;;15.64;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;20;;Elektrische Leitfaehigkeit;;339;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;20;;Sauerstoff;;9.4;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;20;;Sauerstoff-Saettigung;;78;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;20;;Wassertemperatur;;4.91;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;25;;Elektrische Leitfaehigkeit;;338;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;25;;Sauerstoff;;9.4;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;25;;Sauerstoff-Saettigung;;77;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;25;;Wassertemperatur;;4.65;C;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;30;;Elektrische Leitfaehigkeit;;338;uS/cm;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;30;;Sauerstoff;;9.2;mg/l;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;30;;Sauerstoff-Saettigung;;77;%;;;plausibel;Nicht freigegeben_ Rohdaten;
1643;Hallwilersee - Tiefste Stelle;25.05.2005;09:40:00;30;;Wassertemperatur;;4.51;C;;;plausibel;Nicht freigegeben_ Rohdaten;
